"No";"Civility";"First Name";"Last Name";"Email";"City";"State";"Zip code";"Date";"Campaign";"Phone";"Opt-in"
389;"Mr";"Louis";"Scoton";"lscoton@ocp.fr";Kailua;"HI";96734;9/25/2015;"Dresses";"(513) 977-7043";"Yes"
390;"Mr";"Lois";"Torres";"ltorresid@restocucoeur.org";Beaverton;"OR";97005;11/7/2015;"T-shirts";"(310) 699-1222";"Yes"
391;"Mr";"Victor";"Warren";"lwarrenh8@state.gov";Mount Pleasant;"IA";52641;4/4/2016;"Shoes";"(515) 370-7348";"Yes"
392;"Mrs";"Louise";"Velche";"lwelchche@gmail.com";St George;"FL";34683;10/19/2015;"Shoes";"(610) 809-1818";"Yes"
393;"Mrs";"Véronique";"White";"lwhiten7@constantcontact.com";Fair Oaks;"CA";95628;8/8/2015;"T-shirts";"(919) 623-2524";"Yes"
394;"Mr";"Smaïn";"Alexander";"malexanderf5@php.net";Fernley;"NV";89408;6/17/2015;"Dresses";"(509) 695-5199";"Yes"
395;"Mr";"Martin";"Anderson";"manderson@effia.fr";Concord;"CA";94520;2/1/2015;"Shoes";"(914) 868-5965";"Yes"
396;"Mrs";"morgane";"Arnold";"marnold@effia.com";Fair Oaks;"CA";95628;12/25/2014;"Shoes";"(410) 757-1035";"Yes"
397;"Mr";"Mourad";"Billal";"mbillal@Airfrance.com";Austin;"TX";78723;10/15/2015;"Shoes";"(516) 847-4418";"Yes"
398;"Mr";"Antony";"Bowman";"mbowman3b@irs.gov";Los Angeles;"CA";90022;2/21/2015;"Shoes";"(508) 456-4907";"Yes"
399;"Mrs";"Laurine";"Butler";"mbutler2r@scientificamerican.com";Gorham;"ME";04038;3/18/2015;"Shoes";"(918) 644-9555";"Yes"
400;"Mr";"Samir";"Campbell";"mcampbell8f@shareasale.com";Clifton Park;"NY";12148;7/19/2015;"Shoes";"(231) 467-9978";"Yes"
401;"Mr";"Fabrice";"Carr";"mcarrno@storify.com";Grand Rapids;"MI";49503;11/21/2015;"Shoes";"(337) 566-6001";"Yes"
402;"Mr";"Franck";"Coleman";"mcolemanjh@twitpic.com";Atlanta;"GA";30305;8/6/2015;"Hoodies";"(419) 975-3182";"Yes"
403;"Mrs";"Marilyne";"Crawcyk";"mcrawcyk@mghen.com";Nashville;"TN";37209;9/11/2015;"Shoes";"(619) 461-9984";"Yes"
404;"Mr";"Maxime";"Cruz";"mcruzo7@furl.net";Bloomington;"IN";47408;5/15/2015;"Shoes";"(203) 892-3863";"Yes"
405;"Mrs";"Marie";"Dicon";"mdicon@natixis.fr";Saint Louis;"MO";63141;7/18/2015;"T-shirts";"(201) 920-9002";"Yes"
406;"Mr";"Félix";"Elliott";"melliottmm@gmail.com";Rochester;"NY";14623;2/9/2015;"Hoodies";"(330) 903-1345";"Yes"
407;"Mr";"Gérard";"Ferguson";"mfergusonhj@cocolog-nifty.com";Newington;"CT";06111;12/16/2014;"T-shirts";"(201) 238-5688";"Yes"
408;"Mrs";"Marie";"Fremand";"mfremand@orange.com";Independence;"KS";64055;7/2/2015;"Shoes";"(616) 737-3085";"Yes"
409;"Mr";"Mohamed";"Fuller";"mfullerl3@ft.com";Springfield;"MA";01109;11/21/2015;"Shoes";"(601) 567-5386";"Yes"
410;"Mrs";"Melissa";"George";"mgeorge@effia.com";Brattleboro;"VT";05301;1/30/2015;"T-shirts";"(901) 640-9178";"Yes"
411;"Mrs";"Laurence";"Gomez";"mgomezlf@centidel.fr";Cottonwood;"AZ";86326;4/20/2015;"Shoes";"(303) 402-1940";"Yes"
412;"Mr";"Marc";"Halibert";"mhalibert@bouygues.com";Bloomington;"MN";55437;2/2/2015;"Hoodies";"(901) 901-4726";"Yes"
413;"Mr";"Fabrice";"Hansen";"mhansenpd@ebay.co.uk";Westbury;"NY";11590;8/24/2015;"T-shirts";"(626) 866-2339";"Yes"
414;"Mr";"Christophe";"Hart";"mhartha@bnpp.com";Fort Lauderdale;"FL";33301;9/9/2015;"Shoes";"(773) 225-9985";"Yes"
415;"Mr";"Dominique";"Hawkins";"dhawkins@sfr.Fr";Somerset;"KY";42501;7/21/2015;"Shoes";"(718) 228-5894";"Yes"
416;"Mr";"Fabien";"Hernandez";"mhernandez4e@airfrance.com";Concord;"MA";01742;12/9/2015;"Hoodies";"(509) 755-5393";"Yes"
417;"Mr";"Stéphane";"Hudson";"mhudson0@gmail.com";Rocky Mount;"NC";27804;12/31/2014;"Dresses";"(410) 890-7866";"Yes"
418;"Mr";"Gérard";"Hunt";"mhunt6g@homestead.com";Winter Park;"FL";32789;1/11/2015;"Shoes";"(973) 860-8610";"Yes"
419;"Mr";"Daniel";"Jacobs";"mjacobsfy@netscape.com";Stlouis;"MO";63101;6/6/2015;"Dresses";"(562) 579-6900";"Yes"
420;"Mr";"Dominique";"Knight";"mknight36@51.la";Alberta;"VA";23821;7/7/2015;"Hoodies";"(732) 628-9909";"Yes"
421;"Mr";"Julien";"Lopez";"mlopezh5@multiply.com";Santa Fe Springs;"CA";90670;7/1/2015;"Hoodies";"(973) 210-3994";"Yes"
422;"Mrs";"Brigitte";"Marshall";"mmarshallj1@deviantart.com";Mobile;"AL";36608;5/1/2015;"Shoes";"(303) 776-7548";"Yes"
423;"Mr";"Patrick";"Matthews";"mmatthewsd3@abc.net.au";Kansas City;"MO";64106;8/10/2015;"Shoes";"(757) 682-7116";"Yes"
424;"Mrs";"Flore";"Matthews";"mmatthewsfj@about.com";York;"PA";17403;2/9/2015;"Shoes";"(602) 919-4211";"Yes"
425;"Mr";"Félix";"Mccoy";"mmccoygz@google.pl";West Roxbury;"MA";02132;2/6/2015;"Shoes";"(305) 968-9487";"Yes"
426;"Mr";"Sylvain";"Meyer";"mmeyerna@gmail.com";Plain City;"OH";43064;4/11/2015;"Shoes";"(602) 896-2993";"Yes"
427;"Mr";"Pascal";"Mills";"mmills4u@reuters.com";Valley Mills;"TX";76689;2/8/2015;"Shoes";"(386) 526-7800";"Yes"
428;"Mr";"Bertrand";"Montgomery";"mmontgomery7l@github.com";South Burlington;"VT";05403;2/23/2015;"Shoes";"(415) 331-9634";"Yes"
429;"Mr";"Sylvain";"Moreno";"mmoreno49@bouygues.com";Portland;"OR";97218;2/19/2015;"Hoodies";"(858) 793-9684";"Yes"
430;"Mr";"Jocelyn";"Nguyen";"mnguyen2y@forbes.com";Tulsa;"OK";74120;4/22/2015;"Hoodies";"(201) 991-8369";"Yes"
431;"Mr";"Dominique";"Olson";"molsonfp@uol.com.br";Bridgeport;"CT";06604;8/24/2015;"Dresses";"(909) 430-7765";"Yes"
432;"Mr";"Thierry";"Perez";"mpereznr@gmail.com";Los Angeles;"CA";90017;12/13/2014;"Dresses";"(617) 365-2134";"Yes"
433;"Mr";"André";"Peterson";"mpetersonmy@cbsnews.com";Houston;"TX";77002;3/17/2015;"Shoes";"(760) 291-5497";"No"
434;"Mrs";"Christine";"Reyes";"mreyes71@airfrance.com";New York;"NY";10048;6/9/2015;"Shoes";"(310) 510-9713";"Yes"
436;"Mr";"Mederic";"Richard";"mrichard@Bouygues.com";Marianna;"FL";32446;4/4/2015;"Shoes";"(480) 293-2882";"Yes"
437;"Mr";"Julien";"Robertson";"mrobertsonlr@creativecommons.org";Plano;"TX";75024;4/27/2015;"Hoodies";"(561) 470-4574";"Yes"
438;"Mrs";"Isabelle";"Ruiz";"mruizv@un.org";Booneville;"AR";72927;4/16/2015;"Shoes";"(615) 246-1824";"Yes"
439;"Mr";"Didier";"Ryan";"mryan2f@google.es";Milwaukee;"WI";53213;12/17/2014;"Shoes";"(859) 717-7638";"Yes"
440;"Mrs";"Claude";"Ryan";"mryann2@livejournal.com";Albany;"GA";31701;7/25/2015;"Dresses";"(734) 561-6170";"Yes"
441;"Mrs";"Fabienne";"Spencer";"mspencern1@keyrus.com";Tigard;"OR";97223;10/23/2015;"Shoes";"(936) 751-7961";"Yes"
442;"Mr";"Abdellatif";"Stephens";"mstephensby@trellian.com";Highland;"IN";46322;5/1/2015;"Shoes";"(973) 482-2430";"Yes"
443;"Mrs";"Marie";"Veste";"mveste@rff.fr";Dallas;"TX";75247;6/2/2015;"Shoes";"(201) 693-3967";"Yes"
444;"Mrs";"Melissa";"Ward";"mwardol@sncf.com";Boston;"MA";02110;2/1/2015;"Shoes";"(305) 988-4162";"Yes"
445;"Mr";"Philippe";"Watson";"mwatsonmp@house.gov";Canute;"OK";73626;12/19/2014;"Dresses";"(931) 553-9774";"Yes"
446;"Mr";"David";"Williams";"mwilliams3v@capinvest.com";Owensboro;"KY";42301;6/26/2015;"Dresses";"(714) 771-3880";"Yes"
447;"Mr";"Racim";"Woods";"mwoodsfi@netlog.com";Folly Beach;"SC";29439;8/7/2015;"Hoodies";"(847) 633-3216";"Yes"
448;"Mr";"Maxime";"Austin";"naustink0@etsy.com";Cedar Rapids;"IA";52401;7/23/2015;"Shoes";"(215) 888-3304";"Yes"
449;"Mr";"Patrick";"Barnes";"nbarnes7k@nytimes.com";Center;"SD";57058;2/15/2015;"Shoes";"(973) 654-1561";"Yes"
450;"Mrs";"Norma";"Bennetteau";"nbennetteau@macif.fr";Chicago;"IL";60610;1/2/2015;"Shoes";"(814) 865-8113";"Yes"
451;"Mrs";"Nadia";"Garcia";"ngarciarh@bureauveritas.com";New York;"NY";10013;2/18/2015;"Shoes";"(801) 293-9853";"Yes"
452;"Mr";"Abderman";"Griffin";"ngriffinez@airfrance.com";Albany;"NY";12207;2/20/2015;"Dresses";"(910) 922-3672";"Yes"
453;"Mrs";"Nicole";"Jaunasson";"njaunasson@bred.com";Washington;"DC";20005;3/27/2015;"Shoes";"(213) 975-8026";"Yes"
454;"Mr";"Ali";"Johnson";"njohnson76@flavors.me";Saginaw;"MI";48607;12/23/2014;"Dresses";"(517) 499-2322";"Yes"
455;"Mr";"Nicolas";"Kelly";"nkellyer@multiply.com";Asheville;"NC";28801;5/5/2015;"T-shirts";"(315) 818-2638";"Yes"
456;"Mr";"Adrien";"Medina";"nmedinaoy@vistaprint.com";Brattleboro;"VT";05301;11/1/2015;"Hoodies";"(574) 656-2800";"No"
457;"Mr";"Thierry";"Medina";"nmedinap9@parallels.com";Worthington;"OH";43085;8/13/2015;"Hoodies";"(407) 312-1691";"Yes"
458;"Mr";"Philippe";"Perez";"nperezfd@airfrance.com";Poughkeepsie;"NY";12601;2/8/2015;"Shoes";"(973) 751-9003";"Yes"
459;"Mr";"Roger";"Phillips";"nphillipsb1@businessweek.com";Buffalo;"NY";14216;10/2/2015;"T-shirts";"(609) 200-8577";"Yes"
460;"Mr";"Gérard";"Reyes";"nreyes4p@gov.uk";Cleveland;"OH";44115;4/27/2015;"Shoes";"(608) 382-4541";"Yes"
461;"Mr";"Franck";"Torres";"ntorresm2@galfga.com";Orange;"CA";92665;11/6/2015;"Shoes";"(914) 861-9748";"Yes"
462;"Mr";"Claude";"Watkins";"nwatkins9s@istockphoto.com";Washington;"MD";20008;12/7/2015;"Dresses";"(336) 370-5333";"Yes"
463;"Mr";"Yves";"Wright";"nwright5f@weebly.com";Saint Louis;"MO";63101;3/25/2015;"Shoes";"(410) 473-1708";"Yes"
464;"Mrs";"Safiétou";"Allen";"pallenem@airfrance.com";Placerville;"CA";95667;5/27/2015;"Dresses";"(732) 730-2692";"Yes"
465;"Mr";"Peter";"Daniels";"pdanielsqu@eepurl.com";Detroit;"MI";48207;2/26/2015;"T-shirts";"(830) 258-2769";"Yes"
466;"Mr";"Christian";"Edwards";"pedwards6f@amazon.co.uk";Raleigh;"NC";27529;4/15/2015;"Hoodies";"(847) 519-5906";"Yes"
467;"Mr";"Jérôme";"Ellis";"pelliscw@typepad.com";Mira Loma;"CA";91752;11/25/2014;"Shoes";"(732) 605-4781";"Yes"
468;"Mrs";"Patricia";"Fieldon";"pfieldon@hsbc.com";San Rafael;"CA";94909;2/23/2015;"Shoes";"(402) 896-5943";"Yes"
469;"Mrs";"Caroline";"Foster";"pfosterc4@over-blog.com";Miami;"FL";33131;7/13/2015;"Dresses";"(703) 221-5602";"Yes"
470;"Mr";"Patrick";"Frazier";"pfrazierq2@spotify.com";Mansfield;"OH";44902;11/15/2015;"Shoes";"(972) 558-1665";"Yes"
471;"Mr";"Fabrice";"Garcia";"pgarciakz@dell.com";Apollo;"PA";15613;3/28/2015;"Shoes";"(212) 510-4633";"Yes"
472;"Mr";"Pascal";"Gonzales";"pgonzalesj0@businessdecision.com";Freeport;"IL";61032;10/19/2015;"Dresses";"(516) 816-1541";"Yes"
473;"Mrs";"Murielle";"Gonzalez";"pgonzaleza@talend.com";Phoenix;"AZ";85040;5/8/2015;"Shoes";"(352) 598-8301";"Yes"
474;"Mrs";"Dalila";"Gray";"pgraypl@rexel.com";Fergus Falls;"MN";56537;9/5/2015;"Shoes";"(317) 542-6023";"Yes"
475;"Mrs";"Paula";"Green";"pgreenhf@discuz.net";Poughkeepsie;"NY";12603;8/13/2015;"Dresses";"(816) 557-9673";"No"
476;"Mr";"Cyril";"Hanson";"phanson7z@tinypic.com";Seattle;"WA";98101;1/28/2015;"Shoes";"(601) 234-9632";"Yes"
477;"Mr";"Pierre-Henri";"Torres";"phtorres@gmail.com";Columbia;"MD";21044;12/17/2015;"Dresses";"(325) 869-2649";"Yes"
478;"Mr";"Abderman";"Hughes";"phughes73@gmail.com";Los Angeles;"CA";90017;7/25/2015;"Hoodies";"(408) 805-4309";"Yes"
479;"Mr";"Abdellatif";"Kelley";"pkelleyc0@japanpost.jp";Detroit;"MI";48226;8/1/2015;"Shoes";"(856) 312-2629";"Yes"
480;"Mr";"Paul";"Martin";"pmartinj@danone.com";Southfield;"MI";48075;11/4/2015;"Dresses";"(510) 974-8671";"Yes"
481;"Mr";"Pierre";"Martin";"pmartinq@gmf.com";Marquette;"NE";68854;10/27/2015;"T-shirts";"(407) 538-5106";"Yes"
482;"Mr";"Philippe";"Mitchell";"pmitchell7v@bbc.co.uk";Tallahassee;"FL";32301;12/4/2015;"Hoodies";"(307) 403-1488";"No"
483;"Mr";"Phyllis";"Nguyen";"pnguyen@ibm.com";Long Island City;"NY";11101;10/12/2014;"Dresses";"(516) 393-9967";"Yes"
484;"Mrs";"Malika";"Owens";"powens3@cddiscount.com";Seattle;"WA";98101;5/25/2015;"Dresses";"(608) 967-7194";"Yes"
485;"Mrs";"Paula";"Payne";"ppayneqk@aol.com";Fort Walton Beach;"FL";32548;3/17/2015;"Shoes";"(201) 431-2989";"Yes"
487;"Mr";"Olivier";"Reed";"preedl9@gmail.com";Lansing;"MI";48933;5/20/2015;"Shoes";"(858) 617-7834";"Yes"
488;"Mr";"Radu";"Romero";"promeroas@shop-pro.jp";Garner;"NC";27529;5/11/2015;"Shoes";"(760) 616-5388";"Yes"
489;"Mr";"Philippe";"Samson";"psamson@cic.com";Savage;"DC";20763;2/28/2015;"T-shirts";"(609) 373-3332";"Yes"
490;"Mr";"François";"Stevens";"pstevenshn@webmd.com";Denver;"CO";80202;10/5/2015;"Hoodies";"(401) 465-6432";"Yes"
491;"Mr";"Patrice";"Stoneur";"pstoneur@icloud.com";Columbia;"SC";29210;5/31/2015;"Shoes";"(785) 347-1805";"Yes"
492;"Mr";"Fabien";"Wagner";"pwagneraz@symantec.com";Goreville;"IL";62939;11/11/2015;"Shoes";"(916) 920-3571";"Yes"
493;"Mr";"Henri";"Walker";"pwalker5r@ameblo.jp";Southfield;"MI";48075;5/4/2015;"Shoes";"(386) 248-4118";"No"
494;"Mr";"Patrick";"Wallace";"pwallace6t@socgen.com";Billings;"MT";59102;7/6/2015;"T-shirts";"(202) 646-7516";"Yes"
495;"Mr";"David";"White";"pwhite5c@friendfeed.com";Stamford;"CT";06901;5/9/2015;"Shoes";"(415) 423-3294";"Yes"
496;"Mr";"Jean-Philippe";"Bell";"rbelldv@printfriendly.com";Alpharetta;"GA";30201;11/28/2014;"Hoodies";"(208) 709-1235";"No"
497;"Mr";"Alain";"Bennett";"rbennettb2@instagram.com";Powers;"MI";49874;9/13/2015;"Shoes";"(574) 499-1454";"Yes"
498;"Mr";"Ronald";"Berry";"rberryq6@goo.ne.jp";Miami;"FL";33128;9/7/2015;"Shoes";"(308) 726-2182";"Yes"
500;"Mr";"laurent";"Bryant";"rbryant3x@airbus.com";Saint Petersburg;"FL";33714;3/25/2015;"Hoodies";"(407) 413-4842";"Yes"
501;"Mr";"Eric";"Carr";"rcarr1i@whitehouse.gov";Bakersfield;"CA";93301;5/21/2015;"Hoodies";"";"Yes"
502;"Mrs";"Josiane";"Crawford";"rcrawford1a@bbraunn.com";San Diego;"CA";92103;12/27/2014;"Hoodies";"";"Yes"
503;"Mr";"Denis";"Cunningham";"rcunninghammg@nba.com";Binghamton;"NY";13904;10/11/2015;"Dresses";"";"No"
504;"Mr";"Hervé";"Duncan";"rduncanpn@dedecms.com";Montgomery;"AL";36104;9/24/2015;"Dresses";"";"Yes"
505;"Mr";"Laurent";"Fields";"rfieldslc@ibm.com";Countryside;"FL";34619;8/26/2015;"Shoes";"";"Yes"
506;"Mr";"Emmanuel";"Ford";"rford8e@github.com";White River Junction;"NH";05001;4/3/2015;"Shoes";"";"Yes"
507;"Mr";"Daniel";"Franklin";"rfranklink4@tripod.com";Casper;"WY";82601;12/14/2014;"Hoodies";"";"Yes"
508;"Mr";"David";"George";"rgeorge1r@clickbank.net";Bloomfield Township;"MI";48302;1/4/2015;"Shoes";"";"Yes"
509;"Mr";"Sylvain";"Gomez";"rgomez7a@imageshack.us";Lansing;"MI";48933;1/29/2015;"Shoes";"";"Yes"
510;"Mr";"Dominique";"Gomez";"rgomez9j@washingtonpost.com";Colrain;"MA";01340;8/25/2015;"Shoes";"";"Yes"
511;"Mr";"ARNAUD";"Gonzales";"rgonzales5p@gmail.com";Fayetteville;"NC";28305;2.11.2015;"Shoes";"";"Yes"
512;"Mr";"Nicolas";"Hall";"rhall6c@phpbb.com";Santa Teresa;"NM";88008;10/20/2015;"Shoes";"";"Yes"
513;"Mr";"Serge";"Hall";"rhalla8@stggroup.com";Denver;"CO";80219;11/5/2015;"Shoes";"";"Yes"
514;"Mr";"Clément ";"Hansen";"rhansen4i@youtube.com";Newnan;"GA";30263;2/15/2015;"Hoodies";"";"Yes"
515;"Mr";"Roy";"Henry";"rhenrycz@zdnet.com";Miami;"FL";33128;9/2/2015;"Shoes";"";"Yes"
516;"Mr";"Christophe";"Howell";"rhowellbu@deviantart.com";Dallas;"TX";75216;8/9/2015;"Hoodies";"";"Yes"
517;"Mrs";"Isabelle";"Howell";"rhowellci@plala.or.jp";Cambridge;"MA";02141;11/7/2015;"Shoes";"";"Yes"
518;"Mr";"Richard";"Hunter";"rhunter79@gmail.com";West Palm Beach;"FL";33410;9/5/2015;"Shoes";"";"Yes"
519;"Mr";"Vincent";"James";"rjames52@utexas.edu";Garden City;"NY";11530;5/31/2015;"Shoes";"";"Yes"
520;"Mrs";"Nadège";"King";"rking9i@pickserve.fr";Terminal;"TX";79703;10/16/2015;"Hoodies";"";"Yes"
521;"Mr";"Thierry";"Lopez";"rlopez9o@airfrance.com";Spokane;"ID";99201;10/23/2015;"Dresses";"";"Yes"
522;"Mr";"Régis";"Lynch";"rlynchqv@instagram.com";Bensenville;"IL";60106;6/28/2015;"Hoodies";"";"Yes"
523;"Mr";"Raymond";"Martin";"rmartin@sfr.com";Bloomfield Township;"MI";48302;11/20/2015;"T-shirts";"";"No"
524;"Mr";"Rachid";"Martinez";"rmartinezky@lulu.com";Sioux Falls;"SD";57102;9/28/2015;"Hoodies";"";"Yes"
525;"Mrs";"Aurore";"Medina";"rmedinac1@cnes.fr";Dodgeville;"WI";52650;8/13/2015;"Shoes";"";"Yes"
526;"Mr";"Albert";"Mitchell";"rmitchell3f@airfrance.com";Fresno;"CA";93721;11/22/2015;"T-shirts";"";"Yes"
527;"Mrs";"Frédérique";"Moore";"rmoorero@orange.com";Covington;"GA";30209;7/29/2015;"Dresses";"";"Yes"
528;"Mr";"Ralph";"Moret";"rmoret@airliquide.com";Davis;"CA";95616;11/29/2014;"Shoes";"";"Yes"
529;"Mr";"Bruno";"Ortiz";"rortiz82@pagesperso-orange.fr";Willimantic;"CT";06226;5/17/2015;"Shoes";"";"Yes"
530;"Mr";"Laurent";"Owens";"rowens6k@bnpp.com";Raleigh;"NC";27604;11/23/2014;"Shoes";"";"Yes"
531;"Mr";"Hervé";"Owens";"rowensac@foxnews.com";Quincy;"IL";62301;6/5/2015;"Shoes";"";"Yes"
532;"Mr";"Ralph";"Palmer";"rpalmerg9@axa.com";Phoenix;"AZ";85032;6/6/2015;"Shoes";"";"Yes"
533;"Mrs";"Julie";"Phillips";"rphillipsou@airfrance.com";Jackson;"MS";39201;10/4/2015;"Hoodies";"";"Yes"
534;"Mr";"Xavier";"Price";"rprice9w@a8.net";Milwaukee;"WI";53226;1/26/2015;"Hoodies";"";"Yes"
535;"Mr";"Roi";"Price";"rpricekj@gmail.com";Dallas;"TX";75234;2/14/2015;"T-shirts";"";"Yes"
536;"Mr";"Rick";"Pritt";"rpritt@creditagricole.com";State College;"PA";16801;7/6/2015;"Dresses";"";"Yes"
537;"Mrs";"Delphine";"Ramos";"rramos@bergerlevrault.com";Brunswick;"GA";31520;3/19/2015;"Hoodies";"";"Yes"
538;"Mr";"STEPHANE";"Ray";"rray7e@orange.com";Houston;"TX";77032;4/8/2015;"Hoodies";"";"Yes"
539;"Mr";"Raymond";"Reid";"rreid8u@wikipedia.org";Piscataway;"NJ";08854;4/26/2015;"Shoes";"";"Yes"
540;"Mr";"Georges";"Rice";"rrice35@uiuc.edu";Elk Grove Village;"IL";60007;10/7/2015;"Hoodies";"";"Yes"
542;"Mr";"Richard";"Ridan";"rridan@bnpp.com";Locust Grove;"OK";74352;9/5/2015;"Shoes";"";"Yes"
543;"Mr";"Quac";"Robertson";"rrobertson3c@ocn.ne.jp";Los Angeles;"CA";90017;1/29/2015;"Shoes";"";"Yes"
544;"Mr";"Jimmy";"Roberts";"rrobertsov@ucla.edu";Boston;"MA";02114;1/27/2015;"Shoes";"";"Yes"
545;"Mr";"Claude";"Sanders";"rsandersjl@utexas.edu";Glendale;"AZ";85301;3/13/2015;"Shoes";"";"Yes"
546;"Mr";"Alexandre";"Schmidt";"rschmidt34@microsoft.com";Columbus;"GA";31901;1/24/2015;"Shoes";"";"Yes"
547;"Mrs";"Fabienne";"Shaw";"rshawah@rexel.com";Annapolis Junction;"MD";20701;4/24/2015;"Dresses";"";"No"
548;"Mrs";"Gia-Hien";"Stanley";"rstanleyz@wunderground.com";Monticello;"GA";31064;10/21/2015;"Shoes";"";"Yes"
549;"Mr";"Reynald";"Stephens";"rstephens51@qq.com";Vero Beach;"FL";32963;10/4/2015;"Shoes";"";"Yes"
550;"Mrs";"Rebecca";"Stevens";"rstevensbl@engie.com";Winston Salem;"NC";27012;9/13/2015;"Shoes";"";"Yes"
551;"Mrs";"Virginie";"Stone";"rstonemr@eramet.com";Los Angeles;"CA";90017;12/6/2015;"Hoodies";"";"Yes"
552;"Mr";"Christophe";"Taylor";"rtaylorhd@gmail.com";Sunrise;"FL";33317;2/27/2015;"Dresses";"";"Yes"
553;"Mr";"Raymond";"Torres";"rtorres@Gapaip.com";New Castle;"DE";19720;1/9/2015;"Dresses";"";"Yes"
554;"Mr";"Alain";"Turner";"rturnerka@wikimedia.org";Waipahu;"HI";96797;8/9/2015;"Dresses";"";"Yes"
555;"Mr";"Christophe";"Wallace";"rwallaceba@house.gov";Lake Preston;"SD";57249;4/17/2015;"Dresses";"";"Yes"
556;"Mrs";"Marie-Christine";"Ward";"rwardm8@gmail.com";Lockport;"IL";60441;5/11/2015;"Hoodies";"";"Yes"
557;"Mrs";"Christine";"Webb";"rwebbk@orange.com";Saint Louis;"MO";63146;5/16/2015;"Dresses";"";"Yes"
558;"Mr";"Jocelyn";"Webb";"rwebbm5@dmoz.org";Coos Bay;"OR";97420;11/27/2014;"Hoodies";"";"Yes"
559;"Mr";"Ralph";"Vebi";"rwebi@bnpp.com";Mount Vernon;"WA";98273;10/28/2015;"Shoes";"";"Yes"
560;"Mrs";"Carole";"Wood";"rwoodgf@keyrus.com";Bells Savoy;"TX";75414;1/22/2015;"Shoes";"";"Yes"
561;"Mrs";"Ruby";"Wood";"rwoodmc@axa.com";Sacramento;"CA";95814;2/18/2015;"Shoes";"";"No"
562;"Mrs";"Susanne";"Allen";"sallen2v@gmail.com";Wichita Falls;"TX";76301;10/5/2015;"Hoodies";"";"Yes"
563;"Mrs";"Philimena";"Anderson";"sandersong8@genevaairport.com";Brooklyn;"NY";11234;8/20/2015;"Shoes";"";"Yes"
564;"Mrs";"Aurélie";"Butler";"sbutler3r@addtoany.com";Dallas;"TX";75244;5/4/2015;"Shoes";"";"Yes"
565;"Mr";"Guillaume";"Carter";"scarterk1@gmail.com";San Antonio;"TX";78209;5/24/2015;"Dresses";"";"Yes"
566;"Mr";"Stephen";"Clark";"sclarkc5@sfr.com";Coffey;"MO";64636;3/23/2015;"Hoodies";"";"Yes"
567;"Mrs";"Susanne";"Crawford";"scrawfordb8@boursorama.com";Washington;"VA";20200;7/8/2015;"Shoes";"";"Yes"
568;"Mr";"Dejan";"Daniels";"sdanielsoh@tinyurl.com";Glen Rose;"TX";76043;1/31/2015;"Shoes";"";"Yes"
569;"Mr";"Steven";"Davis";"sdavisqn@behance.net";Camden;"NJ";08104;7/27/2015;"Hoodies";"";"Yes"
570;"Mrs";"Carole";"Duncas";"sduncanhs@minagri.fr";Sherrard;"IL";61281;11/18/2015;"Dresses";"";"Yes"
571;"Mr";"Jalil";"Edwards";"sedwards39@gmail.com";Grand Rapids;"MI";49503;10/15/2015;"Dresses";"";"Yes"
572;"Mr";"Khalid";"Elliott";"selliott87@printfriendly.com";Birmingham;"AL";35203;10/20/2015;"Shoes";"";"Yes"
573;"Mr";"Samuel";"Evans";"sevansm@ald.fr";Shaker Heights;"OH";44120;9/24/2015;"T-shirts";"";"Yes"
574;"Mr";"Patrick";"Hicks";"shicks25@airfrance.com";Sleepy Eye;"MN";56085;9/9/2015;"Dresses";"";"Yes"
575;"Mrs";"Valérie";"Hicks";"shicksfw@nyu.edu";Burr Ridge;"IL";61257;8/18/2015;"Hoodies";"";"Yes"
576;"Mrs";"Gia-Hien";"Howell";"showellpq@google.co.uk";New Castle;"PA";19720;12/3/2015;"Hoodies";"";"No"
577;"Mr";"Christian";"Jacobs";"sjacobsij@nyu.edu";Sheridan;"OR";97378;1/31/2015;"Shoes";"";"Yes"
578;"Mr";"Antoine";"Kelly";"skellyma@furl.net";Long Beach;"CA";90802;7/11/2015;"Shoes";"";"No"
579;"Mr";"Grégory";"Little";"slittlebh@airfrance.com";Cleves;"OH";45002;2/19/2015;"Hoodies";"";"Yes"
581;"Mr";"Hervé";"Morris";"smorris3d@cbslocal.com";Bowie;"MD";20720;3/22/2015;"Shoes";"";"Yes"
582;"Mr";"Philippe";"Murray";"smurray2b@noaa.gov";Centennial;"CO";80112;3/5/2015;"Dresses";"";"Yes"
583;"Mrs";"Sylvie";"Perkins";"sperkinshr@danone.com";Everest;"KS";66424;5/2/2015;"T-shirts";"";"Yes"
584;"Mr";"Envel";"Perry";"sperryp2@bnpp.com";New York;"NY";10011;7/10/2015;"Shoes";"";"Yes"
585;"Mr";"Nicolas";"Peters";"spetersiu@airfrance.com";Commerce;"TX";75428;7/10/2015;"Shoes";"";"Yes"
586;"Mrs";"Stephanie";"Pierce";"spierce@loreal.com";Dayton;"OH";45402;12/27/2014;"Dresses";"";"Yes"
587;"Mrs";"Stephanie";"Robert";"srobert@saintgobain.com";Montrose;"MO";64770;3/8/2015;"Shoes";"";"Yes"
588;"Mr";"Gilles";"Robertson";"srobertson@Autodistribution.com";Redding;"CA";96001;2/22/2015;"Hoodies";"";"Yes"
